"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"GCG",0,7.54690974745977,0.998,0.607,0,"CellType1"
"TTR",0,5.08996993264652,1,0.706,0,"CellType1"
"IRX2",0,6.89533164885875,0.772,0.017,0,"CellType1"
"LOXL4",0,5.91227587177365,0.418,0.03,0,"CellType1"
"GC",0,5.80920365873483,0.859,0.033,0,"CellType1"
"MUC13",0,4.41100040183342,0.659,0.109,0,"CellType1"
"CLU",0,3.1109202917882,0.997,0.703,0,"CellType1"
"TM4SF4",0,3.47951581446361,0.836,0.2,0,"CellType1"
"CRYBA2",5.11152863898985e-299,4.1348857435727,0.525,0.111,8.25102952905742e-295,"CellType1"
"PDK4",0,3.07814296038997,0.744,0.334,0,"CellType1"
"VGF",0,2.6901638463194,0.976,0.492,0,"CellType1"
"FAP",5.74771135188424e-258,7.41028436964019,0.271,0.003,9.27795566421154e-254,"CellType1"
"PCSK2",0,2.92425344113322,0.958,0.435,0,"CellType1"
"RGS4",0,3.6103087901409,0.724,0.139,0,"CellType1"
"FXYD5",0,3.69194880673124,0.692,0.214,0,"CellType1"
"TMEM176B",0,3.12489787781761,0.95,0.366,0,"CellType1"
"F10",0,4.80045608946511,0.596,0.038,0,"CellType1"
"TMEM176A",0,3.03092206546578,0.937,0.35,0,"CellType1"
"GPX3",0,2.58515563957986,0.981,0.457,0,"CellType1"
"SMIM24",0,4.14179264148597,0.526,0.051,0,"CellType1"
"FEV",0,4.06269260503416,0.589,0.046,0,"CellType1"
"VSTM2L",0,4.61120501152217,0.493,0.041,0,"CellType1"
"SERPINA1",6.52100786298502e-303,2.23044832877135,0.783,0.32,1.05262108924304e-298,"CellType1"
"KCTD12",0,3.61134898225842,0.524,0.086,0,"CellType1"
"ALDH1A1",0,2.33489960038203,0.913,0.549,0,"CellType1"
"CAMK2G",1.01228620546789e-225,3.14208897885033,0.515,0.158,1.63403239286626e-221,"CellType1"
"FXYD3",1.45212764629284e-281,3.55964351358341,0.476,0.085,2.34402444664591e-277,"CellType1"
"SLC7A2",0,2.4113381908267,0.892,0.462,0,"CellType1"
"PAPPA2",0,3.34679005646468,0.55,0.069,0,"CellType1"
"ARX",0,3.67035058668549,0.433,0.028,0,"CellType1"
"PALLD",1.25606067993687e-215,2.5542059904293,0.638,0.286,2.02753314955409e-211,"CellType1"
"CD99",0,1.8208316746284,0.986,0.762,0,"CellType1"
"AGT",1.23568059506642e-116,2.77961395029737,0.392,0.14,1.99463561655622e-112,"CellType1"
"IGFBP2",1.32016158403115e-228,2.38994853193181,0.66,0.297,2.13100482894309e-224,"CellType1"
"GLS",1.3472864587848e-299,2.62518804098103,0.682,0.268,2.17478980177042e-295,"CellType1"
"CHGB",0,1.64172053185093,0.978,0.573,0,"CellType1"
"SMOC1",1.96751051340015e-278,2.55703992156693,0.619,0.187,3.17595547073051e-274,"CellType1"
"INHBA",2.35353934259222e-213,3.25142017107369,0.365,0.055,3.79908320681237e-209,"CellType1"
"CALY",3.2126379428992e-278,2.7482579563041,0.59,0.16,5.18584016742788e-274,"CellType1"
"RNASEK",0,1.61053021727181,0.986,0.913,0,"CellType1"
"COTL1",3.02904965249895e-264,2.50918147186824,0.632,0.215,4.8894919490638e-260,"CellType1"
"MAFB",8.97662204995541e-199,1.88101958117378,0.703,0.33,1.4490063313038e-194,"CellType1"
"FABP5",7.98173798479482e-243,2.81393700901819,0.437,0.079,1.28841214550558e-238,"CellType1"
"SCG5",0,1.44537918759995,0.991,0.634,0,"CellType1"
"PTP4A3",2.38139304650904e-242,2.54047797969584,0.516,0.131,3.8440446556749e-238,"CellType1"
"HLA.A",0,1.39405031964357,0.995,0.889,0,"CellType1"
"PPP2R2B",1.15018035708196e-180,4.02127433175266,0.25,0.02,1.85662113240169e-176,"CellType1"
"NPNT",6.12640521096019e-157,2.82988208746156,0.305,0.053,9.88924329153193e-153,"CellType1"
"SPINT2",0,1.46273916910197,0.977,0.881,0,"CellType1"
"CHGA",0,1.25197798700375,0.995,0.616,0,"CellType1"
"CTSZ",1.73650877913339e-206,2.11578487863188,0.665,0.332,2.80307247127713e-202,"CellType1"
"SLC22A17",2.4179401108907e-280,1.89400779299281,0.795,0.371,3.90303892699977e-276,"CellType1"
"PCSK1N",0,1.24916046539287,0.998,0.645,0,"CellType1"
"EGFL7",2.44997625384355e-160,3.18676463977087,0.327,0.068,3.95475166895427e-156,"CellType1"
"CYSTM1",0,1.49094177187752,0.953,0.784,0,"CellType1"
"CST3",0,1.41177143887861,0.978,0.875,0,"CellType1"
"SCG2",1.75957403514854e-188,1.31009848240511,0.906,0.56,2.84030440753678e-184,"CellType1"
"KIAA1324",4.60876731030209e-211,1.55826632130625,0.841,0.536,7.43947219228964e-207,"CellType1"
"B2M",0,1.10898401717477,0.997,0.959,0,"CellType1"
"HSPA1A",4.4884760194338e-92,1.61859470177309,0.637,0.449,7.24529799057004e-88,"CellType1"
"CD82",2.04288491396934e-208,2.12596509840581,0.6,0.239,3.29762482812931e-204,"CellType1"
"ZFP36",8.86022358017978e-160,1.65984223714082,0.684,0.375,1.43021729031262e-155,"CellType1"
"PLD3",0,1.49169145199075,0.928,0.641,0,"CellType1"
"GADD45G",2.14280313551202e-117,2.10730249540874,0.444,0.182,3.45891282134351e-113,"CellType1"
"SPTSSB",1.77280570700989e-156,3.22593975072213,0.258,0.032,2.86166297225536e-152,"CellType1"
"C2CD4B",7.85081327684307e-162,1.64470386779101,0.702,0.398,1.26727827914801e-157,"CellType1"
"RHOB",5.92030107804662e-175,1.70904607925695,0.686,0.367,9.55655000018286e-171,"CellType1"
"EMC10",1.38155510667359e-303,1.47863207100089,0.918,0.64,2.23010625319251e-299,"CellType1"
"FXYD6",9.15959517970437e-189,1.92764397218263,0.549,0.187,1.47854185390788e-184,"CellType1"
"KIF12",6.27198905055516e-129,2.82145525280541,0.29,0.065,1.01242447254061e-124,"CellType1"
"CD99L2",8.04356949818114e-155,2.51832692829505,0.397,0.116,1.2983929883964e-150,"CellType1"
"HLA.E",7.98373891732003e-218,1.4473291094376,0.842,0.597,1.2887351360338e-213,"CellType1"
"ZNF703",2.33801753881476e-133,3.00932821200821,0.27,0.051,3.77402791115478e-129,"CellType1"
"SLC29A4",4.50769768335252e-124,1.85343385419686,0.518,0.25,7.27632560046764e-120,"CellType1"
"MALAT1",6.53273274775615e-225,1.11675507978352,0.965,0.797,1.0545137201428e-220,"CellType1"
"GRIA3",3.16808913352022e-170,2.49936043010424,0.393,0.096,5.11392947932834e-166,"CellType1"
"NUCB1",4.11384400809158e-208,1.64476671505275,0.763,0.468,6.64056699786143e-204,"CellType1"
"BSG",2.24476971723092e-245,1.42889268677405,0.885,0.672,3.62350727755415e-241,"CellType1"
"TMEM45B",9.42798242725486e-121,2.78124910737091,0.254,0.049,1.52186492340748e-116,"CellType1"
"USH1C",4.34832109963483e-180,2.5244501876146,0.389,0.086,7.01905991903054e-176,"CellType1"
"NR4A1",1.65798518167873e-114,1.96058096623318,0.442,0.182,2.67631968026581e-110,"CellType1"
"COL27A1",2.10105947274191e-116,2.35981949996382,0.34,0.106,3.3915302009e-112,"CellType1"
"LRPAP1",1.13182691819018e-193,1.48199668613607,0.776,0.499,1.82699501134259e-189,"CellType1"
"NENF",6.8831823436485e-206,1.3556830090007,0.832,0.606,1.11108329391174e-201,"CellType1"
"H1FX",2.09876089048698e-143,1.20351316554172,0.847,0.658,3.38781982942408e-139,"CellType1"
"PLIN3",1.671776540979e-125,1.84612611602668,0.514,0.242,2.6985816924483e-121,"CellType1"
"NPC2",1.10044511969745e-182,1.47598169347313,0.762,0.47,1.77633851221563e-178,"CellType1"
"MOB1B",4.04967425866472e-106,2.1161247753044,0.361,0.133,6.53698418833659e-102,"CellType1"
"BTG2",9.37727635552585e-71,1.38482768734027,0.58,0.398,1.51367994930898e-66,"CellType1"
"CFC1",1.10761773746615e-121,1.66938030911563,0.509,0.226,1.78791655181786e-117,"CellType1"
"SYT5",4.29816272113118e-108,1.83458190145313,0.457,0.209,6.93809426444996e-104,"CellType1"
"HIGD1A",9.02469232203485e-124,1.67555602922795,0.555,0.297,1.45676583462286e-119,"CellType1"
"LMCD1",1.25370494029428e-90,1.6995582519429,0.412,0.182,2.02373051462303e-86,"CellType1"
"TP53I13",9.56412778830851e-133,1.90546426091154,0.488,0.215,1.54384150758876e-128,"CellType1"
"SEZ6L2",2.76534483216545e-184,1.2579847554031,0.834,0.556,4.46381962808147e-180,"CellType1"
"ZDHHC14",8.1799073361638e-105,2.07213205050406,0.359,0.13,1.32040064220356e-100,"CellType1"
"GRN",5.68953422003196e-169,1.16620236430203,0.86,0.644,9.18404613797558e-165,"CellType1"
"ABHD15",9.10654045406819e-97,2.26350102811229,0.277,0.079,1.46997776009569e-92,"CellType1"
"C10orf10",7.12052802319046e-57,1.06007989994519,0.61,0.457,1.1493956335034e-52,"CellType1"
"PTPRN2",2.69977064228579e-111,1.44771817435384,0.59,0.33,4.35796977077772e-107,"CellType1"
"SSX2IP",1.55110917922349e-93,2.23374225735486,0.263,0.072,2.50380043710256e-89,"CellType1"
"PEMT",1.60702804467416e-153,0.968683027858448,0.911,0.603,2.59406466971303e-149,"CellType1"
"SLC7A8",1.30928934742602e-96,1.39226685062341,0.603,0.364,2.11345486461508e-92,"CellType1"
"AP1S2",1.05628793148717e-74,2.15097496035687,0.302,0.12,1.70505997900659e-70,"CellType1"
"FAR2P2",3.72101336147282e-108,1.91045015426273,0.375,0.133,6.00645976808943e-104,"CellType1"
"VIM",7.71424274843764e-76,1.27476447040962,0.519,0.274,1.2452330644528e-71,"CellType1"
"KCNJ6",7.41034020667208e-109,1.87435837352062,0.362,0.124,1.19617711616101e-104,"CellType1"
"GNG4",1.42993538133525e-123,1.28758308917935,0.694,0.416,2.30820169255136e-119,"CellType1"
"FBLL1",1.42901144532533e-118,2.42209186176438,0.289,0.07,2.30671027504414e-114,"CellType1"
"CDK5R2",6.19324784957063e-144,1.57399597424586,0.573,0.255,9.99714067877691e-140,"CellType1"
"DNAJB1",4.42633946697709e-34,1.40597084318802,0.479,0.383,7.14499716759443e-30,"CellType1"
"CPLX2",3.09722118107108e-119,1.57438510480333,0.519,0.24,4.99953443048494e-115,"CellType1"
"WFS1",1.27570521100447e-110,1.62200424929815,0.481,0.221,2.05924335160342e-106,"CellType1"
"ERP29",7.23911947754509e-154,1.13799811157601,0.835,0.677,1.16853866606533e-149,"CellType1"
"CNTN1",1.50606318462921e-84,1.58977475102131,0.392,0.171,2.43108719262847e-80,"CellType1"
"CBX6",1.94445422816734e-133,1.31441895116252,0.7,0.43,3.13873801510772e-129,"CellType1"
"VWA5B2",9.46549253119549e-112,2.22138566232849,0.309,0.087,1.52791980438558e-107,"CellType1"
"SERPINE2",6.73709725240609e-104,1.88357155399375,0.334,0.108,1.08750223848339e-99,"CellType1"
"UBB",1.38536376927883e-169,0.914285242401034,0.943,0.875,2.23625419636989e-165,"CellType1"
"CD63",2.2031152012399e-212,0.794602487304242,0.992,0.975,3.55626855784144e-208,"CellType1"
"TUSC3",3.08967127456223e-126,1.20571827208913,0.728,0.47,4.98734737139835e-122,"CellType1"
"STMN2",3.52020475166691e-115,1.48244927600808,0.486,0.205,5.68231451014072e-111,"CellType1"
"NBL1",1.75216407942944e-130,1.45628228502991,0.515,0.215,2.828343257015e-126,"CellType1"
"FOS",1.68498842756983e-71,1.02572715545501,0.694,0.532,2.71990831978322e-67,"CellType1"
"IGFBP7",1.54028214554636e-215,1.20582727630966,0.709,0.29,2.48632343934093e-211,"CellType1"
"TGM2",2.05832161909731e-11,1.30026689359293,0.333,0.276,3.32254275754687e-07,"CellType1"
"NGFRAP1",9.46528077018906e-71,1.18869292146994,0.618,0.452,1.52788562192392e-66,"CellType1"
"APLP1",7.45597488143744e-130,1.24214361814203,0.696,0.393,1.20354346536163e-125,"CellType1"
"SDC2",6.28008546991261e-89,1.75653420719415,0.374,0.159,1.01373139655329e-84,"CellType1"
"ATP5E",6.23391858715091e-204,0.863594663060555,0.973,0.919,1.0062791383379e-199,"CellType1"
"BCAM",8.80036783340322e-101,1.90966945095366,0.345,0.121,1.42055537566795e-96,"CellType1"
"HMGB3",7.27558237316597e-53,1.94798423222708,0.268,0.12,1.17442450667645e-48,"CellType1"
"ARFGEF3",1.06077906107192e-85,1.25513147153336,0.543,0.319,1.7123095603823e-81,"CellType1"
"NAA20",2.86678574455232e-98,1.23067814666235,0.652,0.47,4.62756554885635e-94,"CellType1"
"ELL2",1.14160125341635e-113,1.17638411874277,0.712,0.51,1.84277274326467e-109,"CellType1"
"RHBDD2",6.08188650755339e-130,1.1111597954455,0.759,0.511,9.81738120049268e-126,"CellType1"
"QDPR",1.08543576834959e-105,1.28384270122944,0.566,0.299,1.75211041726991e-101,"CellType1"
"TMEM164",6.87433900169711e-74,1.81996754585341,0.317,0.13,1.10965580165395e-69,"CellType1"
"ITM2B",1.6599039047185e-143,0.884513277147556,0.914,0.794,2.6794168829966e-139,"CellType1"
"NEURL1",1.66356534042013e-83,1.3831811656985,0.473,0.244,2.68532717250618e-79,"CellType1"
"PCDH17",6.48887143420135e-87,1.21959330306266,0.529,0.28,1.04743362690878e-82,"CellType1"
"A1CF",1.44604258003489e-70,1.84731677892001,0.301,0.122,2.33420193269233e-66,"CellType1"
"P4HA2",3.75758640791015e-76,1.50548604849925,0.45,0.256,6.06549597964856e-72,"CellType1"
"ARHGAP1",5.60409564577019e-80,1.2694149091543,0.558,0.361,9.04613119140224e-76,"CellType1"
"JUN",2.9520744835617e-73,0.93447497735475,0.728,0.543,4.76523863136529e-69,"CellType1"
"COX8A",3.62650448603249e-164,0.801337768226378,0.95,0.875,5.85390354135365e-160,"CellType1"
"MPC2",1.09652442511298e-87,1.23471878261055,0.588,0.382,1.77000972701737e-83,"CellType1"
"CHID1",1.25507072733857e-63,1.47256455977232,0.424,0.253,2.02593516806991e-59,"CellType1"
"SLC8A2",5.10898820927132e-84,1.81100333935813,0.299,0.102,8.24692876740576e-80,"CellType1"
"FAM131C",7.37719355685697e-91,1.89418999893296,0.298,0.096,1.19082658394785e-86,"CellType1"
"HPS1",7.65066074517225e-53,1.9108834875664,0.252,0.108,1.2349696574857e-48,"CellType1"
"IDS",8.75380101461195e-125,0.884761828170524,0.873,0.638,1.41303855977866e-120,"CellType1"
"HEXA",1.30091590734544e-80,1.3587937906806,0.505,0.297,2.09993845763701e-76,"CellType1"
"SSTR2",2.74048396936436e-56,1.43410861767657,0.425,0.261,4.42368922334795e-52,"CellType1"
"HSPA1B",8.01318708503952e-42,1.47132706013265,0.387,0.249,1.29348865926708e-37,"CellType1"
"TIMP1",6.88459830697906e-167,0.812005848052739,0.913,0.674,1.11131185871256e-162,"CellType1"
"CRIP2",1.41518777793701e-103,0.972464600723299,0.733,0.471,2.28439611114592e-99,"CellType1"
"MAN1A1",6.92457533431574e-71,1.16322352590566,0.545,0.349,1.11776495046525e-66,"CellType1"
"MAPK8IP2",3.30151691745801e-81,1.41834170825943,0.418,0.195,5.32930860816072e-77,"CellType1"
"MBOAT7",9.95520118407176e-77,1.34877419642846,0.483,0.281,1.60696857513286e-72,"CellType1"
"PIGT",6.20996823085196e-78,1.20909057973028,0.56,0.373,1.00241307182412e-73,"CellType1"
"CELF3",3.7066064079651e-79,1.45972650368183,0.407,0.192,5.98320406373726e-75,"CellType1"
"DPP7",6.90561346898152e-72,1.43312485117129,0.447,0.254,1.114704126163e-67,"CellType1"
"CACNA2D2",1.14782737670277e-60,1.54403134479125,0.309,0.136,1.8528229514736e-56,"CellType1"
"PTMS",1.04118911574992e-77,1.07454767610732,0.651,0.467,1.68068747064352e-73,"CellType1"
"SLC37A4",3.96138429223752e-60,1.35260110729272,0.43,0.255,6.3944665245298e-56,"CellType1"
"FADS2",2.84737416206054e-64,1.36031318912767,0.379,0.188,4.59623137239812e-60,"CellType1"
"PTP4A1",3.85213996960753e-68,0.899967840085391,0.698,0.539,6.21812433894048e-64,"CellType1"
"LPPR2",2.98160978010557e-73,1.41727803822051,0.399,0.195,4.81291450704642e-69,"CellType1"
"STC2",7.11562922728776e-72,1.68657635728033,0.271,0.095,1.14860486986879e-67,"CellType1"
"ZNRF1",3.28818417093817e-59,1.66894317188794,0.306,0.141,5.3077868887284e-55,"CellType1"
"MDK",8.17507007477476e-122,0.976793929789298,0.689,0.394,1.31961981147014e-117,"CellType1"
"NPTN",3.91613929800993e-61,1.09361269325153,0.527,0.346,6.32143205484763e-57,"CellType1"
"ATP6AP1",2.24376702646254e-87,0.854712205686919,0.788,0.592,3.62188873411583e-83,"CellType1"
"TAPBP",1.66103425091256e-96,0.963867124472605,0.735,0.554,2.68124148782306e-92,"CellType1"
"ITPK1",1.5285557958089e-55,1.41457008702687,0.366,0.199,2.46739476559472e-51,"CellType1"
"PKM",2.61677592640733e-105,0.785042945253047,0.88,0.758,4.22399970040671e-101,"CellType1"
"CD164",8.87413801923275e-70,0.952014828239654,0.667,0.53,1.43246335906455e-65,"CellType1"
"JUNB",1.14296132664678e-59,0.753894241364585,0.81,0.71,1.84496817347323e-55,"CellType1"
"P4HTM",3.87288908105379e-79,1.05865311073413,0.591,0.378,6.25161755463703e-75,"CellType1"
"TUBA1A",3.30784450097209e-45,0.732228523103989,0.86,0.698,5.33952259346915e-41,"CellType1"
"GNAZ",2.56097881100619e-67,1.55598551501323,0.309,0.126,4.13393199672619e-63,"CellType1"
"CAPZB",5.01099770359046e-94,0.913547030082695,0.765,0.61,8.08875249313571e-90,"CellType1"
"FCGRT",4.59088361392235e-57,1.28732917909732,0.408,0.231,7.41060432959346e-53,"CellType1"
"PTPRN",1.29655190174137e-96,0.703660433111529,0.887,0.567,2.09289407979092e-92,"CellType1"
"BACE1",1.54702787811298e-55,1.30936009627782,0.406,0.241,2.49721240084997e-51,"CellType1"
"EZR",2.09618023087737e-68,1.11070420572554,0.552,0.362,3.38365412868225e-64,"CellType1"
"ARSA",7.09197164556889e-58,1.54093217957598,0.344,0.176,1.14478606302773e-53,"CellType1"
"PAM",1.10222199509844e-107,0.709265472272548,0.898,0.626,1.7792067444879e-103,"CellType1"
"MLLT11",3.15472809251497e-54,1.50232063029873,0.275,0.117,5.09236208693766e-50,"CellType1"
"SEPN1",1.04148320604135e-43,1.27334729050764,0.393,0.252,1.68116219119194e-39,"CellType1"
"GCH1",1.36351687288327e-70,0.878582712716899,0.589,0.355,2.20098893620817e-66,"CellType1"
"FAM46A",1.42809611659232e-53,1.26219248048804,0.386,0.216,2.30523275140332e-49,"CellType1"
"CHKA",1.2086986510316e-42,1.56877992821517,0.26,0.128,1.9510813624952e-38,"CellType1"
"PAX6",7.52093980973421e-88,0.78845308774921,0.748,0.459,1.2140301040873e-83,"CellType1"
"SSTR3",4.76776614416095e-58,1.5102391320298,0.299,0.131,7.69612810990461e-54,"CellType1"
"BAX",4.25306643421929e-63,1.17589703536202,0.492,0.311,6.86529983811678e-59,"CellType1"
"GAA",2.15864294589691e-46,1.4045070072327,0.333,0.182,3.4844814432668e-42,"CellType1"
"SEC14L1",6.9080593280769e-39,1.52461427295601,0.264,0.137,1.11509893673817e-34,"CellType1"
"CAMK2N1",2.25402357421983e-68,0.880090200275909,0.687,0.49,3.63844485350566e-64,"CellType1"
"IAPP",0,6.61747306918408,0.981,0.439,0,"CellType2"
"INS",0,6.60578459390938,1,0.893,0,"CellType2"
"ADCYAP1",0,6.16490899591895,0.775,0.034,0,"CellType2"
"DLK1",0,5.91458179640051,0.486,0.032,0,"CellType2"
"MAFA",0,6.55588944718963,0.507,0.012,0,"CellType2"
"IGF2",0,5.01092664942143,0.701,0.05,0,"CellType2"
"HADH",0,3.79791310032434,0.866,0.166,0,"CellType2"
"CDKN1C",1.21841538507182e-194,2.95053544448298,0.615,0.266,1.96676611458293e-190,"CellType2"
"RGS16",5.03782175520477e-239,4.92308779460295,0.301,0.017,8.13205187725154e-235,"CellType2"
"GAD2",0,2.44948448892162,0.882,0.406,0,"CellType2"
"ABCC8",5.60724774804982e-266,2.53087759875014,0.682,0.245,9.05121931490203e-262,"CellType2"
"ELMO1",0,3.9734749499261,0.513,0.046,0,"CellType2"
"ERO1B",0,2.61712041270791,0.815,0.318,0,"CellType2"
"C1orf127",4.16546398365118e-300,4.25305214300323,0.386,0.027,6.72389196240974e-296,"CellType2"
"G6PC2",2.06762166146824e-229,2.49561552497362,0.548,0.154,3.33755488594204e-225,"CellType2"
"NPTX2",5.51516400554049e-268,3.6670902910329,0.452,0.078,8.90257773774346e-264,"CellType2"
"C1QL1",2.77751435171264e-274,2.39080443633315,0.683,0.219,4.48346366653454e-270,"CellType2"
"NKX6.1",5.09799826288264e-273,2.85228143890514,0.551,0.135,8.22918879594515e-269,"CellType2"
"HSPA5",1.34961955751685e-88,1.93228199883714,0.808,0.713,2.17855588974369e-84,"CellType2"
"SLC6A6",2.52295478110874e-291,3.25447143063866,0.486,0.081,4.07255360766572e-287,"CellType2"
"SYT16",2.0462484946177e-176,3.7942892944989,0.277,0.032,3.30305432001189e-172,"CellType2"
"GSN",1.03315055366906e-306,2.54022820371906,0.662,0.203,1.6677116237326e-302,"CellType2"
"PCSK1",0,2.12742353333908,0.795,0.163,0,"CellType2"
"TSPAN1",4.47484171810201e-208,2.83019417810722,0.429,0.092,7.22328950136026e-204,"CellType2"
"STX1A",5.54128959804404e-263,2.40775789490975,0.688,0.257,8.9447496691627e-259,"CellType2"
"PDX1",6.93512305788306e-264,2.94357626951574,0.48,0.088,1.11946756400348e-259,"CellType2"
"UCHL1",0,1.902279841429,0.927,0.397,0,"CellType2"
"PPP1R1A",0,1.6944071397197,0.904,0.472,0,"CellType2"
"HOPX",0,2.86261730992832,0.539,0.088,0,"CellType2"
"VAT1L",1.17315800017351e-237,3.77236914302713,0.325,0.025,1.89371164388008e-233,"CellType2"
"GJD2",4.97097351819863e-184,3.27808101201385,0.315,0.044,8.02414545307623e-180,"CellType2"
"MEG3",5.36914546738715e-266,2.82084618025482,0.48,0.087,8.66687461345634e-262,"CellType2"
"TGFBR3",5.49193925984642e-176,3.39460725058257,0.318,0.053,8.86508835324409e-172,"CellType2"
"HSP90B1",2.79369763760188e-164,1.70955926560587,0.846,0.683,4.50958672661696e-160,"CellType2"
"SYT13",8.83525205749877e-238,2.81265330968175,0.441,0.08,1.42618638712145e-233,"CellType2"
"MAPT",1.25535440496247e-205,3.21649444623494,0.331,0.041,2.02639308049042e-201,"CellType2"
"ENDOD1",3.46205391381036e-237,3.33360824629485,0.38,0.051,5.58844742767269e-233,"CellType2"
"GNAS",2.08982910230688e-272,1.11359195192627,0.996,0.974,3.37340213694377e-268,"CellType2"
"TSC22D1",1.596688275335e-158,1.70633581686829,0.768,0.52,2.57737421404576e-154,"CellType2"
"MSI2",4.26683033654884e-177,2.05051607638503,0.616,0.281,6.88751752925714e-173,"CellType2"
"SCGN",2.58983620655327e-227,1.39523095785762,0.911,0.57,4.18051360461829e-223,"CellType2"
"CPE",1.81732491729717e-274,1.17441882986108,0.986,0.652,2.9335258815011e-270,"CellType2"
"SLC30A8",3.59778186596097e-173,1.67925721835292,0.666,0.316,5.8075394880342e-169,"CellType2"
"PFKFB2",1.83762075161176e-193,2.65676069160137,0.399,0.082,2.96628741725171e-189,"CellType2"
"SAMD11",2.48905009100517e-180,3.29696388367921,0.274,0.027,4.01782465690054e-176,"CellType2"
"PAPSS2",1.3206663249677e-213,1.71651490470312,0.745,0.383,2.13181958176286e-209,"CellType2"
"SLC2A13",4.86093422798758e-210,2.46623497601663,0.462,0.11,7.84652003081755e-206,"CellType2"
"OLFM1",1.55105116663959e-178,3.12424524135118,0.32,0.05,2.50370679318962e-174,"CellType2"
"SORL1",5.89339027745007e-190,2.00687168951452,0.526,0.161,9.51311058585991e-186,"CellType2"
"SYNGR4",6.75983841470873e-173,2.05967317778635,0.496,0.156,1.09117311690228e-168,"CellType2"
"GAPDH",4.08544179207307e-167,1.05289246445894,0.995,0.982,6.59472014076435e-163,"CellType2"
"TSPAN13",6.18620065900149e-159,1.77784375816807,0.632,0.339,9.98576510376021e-155,"CellType2"
"SURF4",3.81563581189931e-142,1.37084603716667,0.83,0.66,6.15919932756787e-138,"CellType2"
"TUBB2B",3.4979724387195e-176,2.31251419821014,0.431,0.117,5.64642711058102e-172,"CellType2"
"DNAJB9",1.68928594204391e-167,1.80184971509691,0.626,0.303,2.72684536764728e-163,"CellType2"
"SUSD4",8.05057741163183e-165,2.7453346920546,0.306,0.048,1.29952420578561e-160,"CellType2"
"WLS",2.31793227534279e-169,2.01744722631317,0.529,0.201,3.74160627885833e-165,"CellType2"
"PLCXD3",1.3765564749971e-193,1.96652374308009,0.524,0.158,2.22203746194031e-189,"CellType2"
"FAM159B",2.37101041849368e-114,2.35253056778695,0.27,0.059,3.8272850175325e-110,"CellType2"
"TIMP2",9.47202611620392e-219,1.52008164530093,0.71,0.293,1.52897445567764e-214,"CellType2"
"ENTPD3",3.91333279664621e-138,2.55468105284404,0.312,0.07,6.31690180034631e-134,"CellType2"
"ALDOC",1.18905204327206e-147,2.47327825960609,0.329,0.07,1.91936780824975e-143,"CellType2"
"PEMT",2.25747595017047e-225,1.09839834228668,0.928,0.584,3.64401767876517e-221,"CellType2"
"SLC6A17",6.99429667280281e-157,2.31043258770511,0.349,0.073,1.12901936892383e-152,"CellType2"
"RPL3",0,0.834550109280346,0.997,0.993,0,"CellType2"
"APBB2",7.68890301135959e-137,2.60704749334698,0.284,0.053,1.24114272409367e-132,"CellType2"
"EEF1A2",1.05172581192721e-233,1.21351917065302,0.891,0.48,1.69769580561291e-229,"CellType2"
"DHRS2",3.55193863851162e-143,1.59524665917182,0.455,0.144,5.73353935028545e-139,"CellType2"
"UCN3",2.97392254329036e-101,1.35059020778494,0.551,0.266,4.80050576937929e-97,"CellType2"
"FXYD2",2.51746471144092e-161,1.02231198243876,0.828,0.451,4.06369153720793e-157,"CellType2"
"PKIB",1.37691784285665e-151,2.18955694954213,0.368,0.09,2.2226207819392e-147,"CellType2"
"DNAJC12",6.57162592305848e-168,1.41344934076036,0.697,0.34,1.0607918565001e-163,"CellType2"
"APOBEC2",1.13813785152572e-104,2.47195170695814,0.266,0.066,1.83718211993282e-100,"CellType2"
"RASD1",1.13651400229711e-149,1.13347535782675,0.752,0.408,1.834560902508e-145,"CellType2"
"SCD",2.21766266210754e-120,1.30623105336729,0.666,0.376,3.57975106917398e-116,"CellType2"
"VEGFA",1.26490812456955e-109,1.17271359647731,0.742,0.506,2.04181469468017e-105,"CellType2"
"BMP5",2.16801557128195e-148,2.30083661531522,0.293,0.049,3.49961073516333e-144,"CellType2"
"CPD",4.7813901086445e-103,1.67493908532084,0.462,0.21,7.71811991337395e-99,"CellType2"
"WDR25",5.78165725590284e-78,2.347914500727,0.252,0.08,9.33275114247836e-74,"CellType2"
"PARVB",1.44903929290019e-133,1.44476355746868,0.572,0.254,2.33903922659949e-129,"CellType2"
"INSM1",3.73280429591805e-127,1.42280369749697,0.547,0.229,6.02549269447092e-123,"CellType2"
"SRD5A1",2.12224477312711e-90,2.07776709124148,0.276,0.082,3.42572751278178e-86,"CellType2"
"C2CD4A",1.75843900389747e-98,1.2530554306509,0.609,0.344,2.83847224009129e-94,"CellType2"
"EDARADD",2.30417787355922e-119,2.19645130193988,0.285,0.063,3.7194039234993e-115,"CellType2"
"PFN2",3.26712157233115e-117,1.26614959790268,0.64,0.345,5.27378764205695e-113,"CellType2"
"CNP",3.70007674311317e-74,1.29310466239301,0.591,0.397,5.97266387873328e-70,"CellType2"
"CADM1",2.56126210149515e-153,1.48434698287196,0.58,0.231,4.13438928423347e-149,"CellType2"
"PRSS23",2.9104439563739e-133,1.35084366605747,0.529,0.215,4.69803863437875e-129,"CellType2"
